source,title,description
blick.ch,"Irre Torquoten, Querflöten-Unterricht und Museen: So tickt Kylian Mbappé - BLICK",Vom Banlieue-Kicker zum Idol eines ganzen Landes: Kylian Mbappés steiler Aufstieg erklärt sich mit seinem unfassbaren Talent und riesiger Leidenschaft. Doch nicht immer in seinem Leben dreht sich alles um Fussball.
www.nau.ch,Timo Werner: Monster-Fehlschuss gegen Real Madrid wird Internet-Hit - Nau.ch,Timo Werner wird nach dem 1:1-Remis von Chelsea gegen Real Madrid wohl schlecht geschlafen haben. Sein Fehlschuss nach neun Minuten ist schlicht unfassbar.
bluewin.ch,"PSG soll Messi ein Angebot gemacht haben, bei dem Barça nicht mithalten kann - bluewin.ch","Paris Saint-Germain soll Superstar Lionel Messi ein Vertragsangebot unterbreitet haben, welches der FC Barcelona laut einer zuverlässigen Quelle nicht matchen kann."
auto-motor-und-sport.de,Frust nach Regel-Änderung: Aston Martin rudert zurück - auto motor und sport,"Aston Martin zettelte einen Kleinkrieg mit der FIA an. Der Rennstall sah sich durch die Regeländerungen benachteiligt, hat aber inzwischen einen Rückzieher gemacht. Bremsen die Aero-Anpassungen wirklich Autos mit einer starken Anstellung aus und kann dahinter…"
blick.ch,Floyd Mayweather und Youtuber Logan Paul steigen in den Ring - BLICK,Der frühere Box-Weltmeister Floyd Mayweather jr. steigt für einen Schaukampf erneut in den Ring.
fm1today.ch,Schüler baut FCSG-Stadion Kybunpark aus Lego nach - FM1Today,"Eine Abschlussarbeit hat den 14-jährigen Jonas Gmür dazu animiert, den Kybunpark bis ins Detail aus Lego nachzubauen. Für den Bau und die Planung benötigte er fast 50 Stunden und über 2000 Lego-Steine. Das Modell hat ihm die Firma Kybun nun abgekauft."
20 minuten,Schwere Vorwürfe des Weltmeisters,Mario Götze verliess Borussia Dortmund im letzten Sommer in Richtung PSV Eindhoven und erhebt nun schwere Vorwürfe gegen Ex-BVB-Coach Lucien Favre.
schweizer radio und fernsehen (srf),In der CL im Skorer-Rhythmus - Manchester City baut seine Träume auf Phil Foden,Der erst 20-jährige Brite möchte seinen Lauf am Mittwoch im Halbfinal-Hinspiel der Champions League bei PSG fortsetzen.
auto motor und sport,Vorwürfe gegen FIA: Aston Martin rudert zurück,"Aston Martin zettelte einen Kleinkrieg mit der FIA an. Das Team sah sich durch die Regeländerungen benachteiligt, hat aber inzwischen einen Rückzieher gemacht."
schweizer radio und fernsehen (srf),Handball-Nati in der EM-Quali - Dänemark: Zwischen WM-Gold und Olympia-Coup rasch in die Schweiz,Die Handball-Grossmacht Dänemark tritt in Winterthur ohne Topstars und Trainer an – es geht um Plätze im Olympia-Kader.
web.de news,"""Ingenuity"": Mars-Hubschrauber liefert erste Farbaufnahmen vom roten Planeten - WEB.DE News","Der Mars-Hubschrauber ""Ingenuity"" hat schon drei Flüge hinter sich. Bei seinem zweiten Erkundungsflug über den Mars wurden erste farbige Aufnahmen produziert."
t-online.de,Klimakrise: Gletscher schmelzen weltweit immer schneller - t-online.de,Mithilfe von Satellitenbildern gelang Forschern die weltweit erste vollständige Bestandsaufnahme der Gletscherschmelze. Sie legt alarmierende Auswirkungen auf den Anstieg des Meeresspiegels offen.
faz.net,"Knapp 25.000 Neuinfektionen, Sieben-Tage-Inzidenz geht zurück - FAZ - Frankfurter Allgemeine Zeitung","Das RKI meldet 24.736 Neuinfektionen und 264 neue Todesfälle, die Sieben-Tage-Inzidenz liegt bundesweit bei 154,9. Die Zahl der Nachweise der indischen Corona-Variante B.1.617 in Deutschland bleibt laut RKI relativ gering."
watson.ch,"Corona: Die dritte Welle ist da, doch die Todesfälle steigen noch nicht - watson","Die dritte Welle ist da und diesmal läuft einiges anders: Die Zahlen steigen langsamer, die Todesfälle nehmen sogar ab. Doch über den Berg sind wir noch nicht."
scinexx | das wissensmagazin,Milchstraße: Neue Karte des äußeren Halo - Schweifförmige Turbulenz enthüllt Zwerggalaxien-Bahn und Dunkle Materie - scinexx.de - scinexx | Das Wissensmagazin,Verräterischer Schweif: Astronomen haben erstmals eine genauere Karte der äußeren Regionen unserer Galaxie erstellt – des Milchstraßen-Halo. Seine
focus,"Corona-Zahlen in Deutschland: 23.700 Neuinfektionen, weniger Intensivpatienten - FOCUS Online","Die aktuellen Corona-Zahlen in Deutschland: Nach einer Verdoppelung der bundesweiten Sieben-Tage-Inzidenz von Mitte März bis Mitte April ist der Anstieg der Neuinfektionen zuletzt wieder abgeflacht. Wie sich die Infektionszahlen in Deutschland entwickeln, les…"
focus,Ist die dritte Welle schon gebrochen? Darum stagnieren die Corona-Zahlen gerade - FOCUS Online,"Seit mehreren Tagen ist der rasante Anstieg der Fallzahlen plötzlich vorbei. Die Zahl der Neuinfektionen und damit die 7-Tage-Inzidenz stagnieren. Experten sehen vor allem drei Effekte, die sich positiv auf das Infektionsgeschehen auswirken: die Osterferien, …"
bild,Offizielle Inzidenz wie bei uns: Wie schlimm ist die Corona-Lage in Indien wirklich? - BILD,"Täglich über 300 000 Neuinfektionen, inzwischen mehr als 200 000 Tote: Die Corona-Zahlen in Indien explodieren!Doch ein Blick auf die Sieben-Tage-Inzidenz verwundert: Hier liegt Indien kaum höher als Deutschland. Woran liegt das? Und wie schlimm ist die Lage …"
futurezone.at,Hubschrauber Ingenuity fotografiert Mars-Rover aus der Luft - futurezone.at,Während seines dritten Fluges konnte der Helikopter einen Schnappschuss von Perseverance machen.
die welt,"Große Datenlücken: ""Müssen dringend untersuchen, welchen Einfluss Schnelltests auf die Inzidenz nehmen"" - WELT","Statistikerin Katharina Schüller analysiert seit Pandemie-Beginn den Umgang mit Fallzahlen und Tests in Deutschland. Sie kritisiert erhebliche Datenlücken, die das Krisenmanagement erschweren und das Lagebild womöglich verzerren. Und schlägt einen ungewöhnlic…"
tageblatt.lu,Expressis Verbis / Cargolux-Vorsitzende Christianne Wickler und ihre sehr eigene Interpretation der Corona-Pandemie - Tageblatt online,
die welt,„Tiangong 3“: China beginnt mit dem Aufbau seiner ersten Raumstation - WELT,"Die Zukunft der Raumstation „ISS“ ist unsicher. Dafür errichtet jetzt Peking eine Raumstation, um seine Macht auch im Weltraum zu demonstrieren. Das Land gibt sich dabei ungewohnt offen – und düpiert so die USA, die nie einen Chinesen zur „ISS“ ließen."
kleine zeitung,"Ein Jahr nach Corona-Ausbruch: Pflegeheim Menda: ""Applaus ist verhallt, dem Personal geht die Luft aus"" - Kleine Zeitung","Das Seniorenhaus Menda in Hartberg war im März 2020 österreichweit das erste Pflegeheim, in dem eine Corona-Infektion festgestellt wurde. Mitarbeiterinnen und Bewohner erzählen, wie sie dieses herausfordernde Jahr erlebt haben."
t-online.de,Inzidenz über 250: Wie Köln zum Corona-Hotspot in Deutschland wurde - t-online - Köln,Noch immer liegt die Sieben-Tage-Inzidenz in Köln bei 230. Damit ist die Stadt am Rhein Spitzenreiter unter den 14 größten Städten Deutschlands. Doch was sind die Gründe dafür?
bild,Corona: Notärztin fordert Corona-Konzept für die nächsten Jahre - BILD,"Seit einem Jahr kämpft sie unermüdlich gegen Corona. Seit einem Jahr kämpft sie für eine Strategie – vergeblich!Jetzt zeichnet Dr. Lisa Federle (59), Notärztin und Pandemie-Beauftragte des Landkreises Tübingen, eine düstere Prognose – auf die wir nicht vorber…"
focus,"Niederlande öffnen trotz Mega-Inzidenz - Mediziner warnen vor ""Code Schwarz"" - FOCUS Online","Die Niederlande sperren wieder auf: Ab Mittwoch dürfen die Außenbereiche in der Gastronomie und Geschäfte wieder geöffnet werden. Und das trotz einer schwindelerregend hohen 7-Tages-Inzidenz. Die Regierung vertraut auf Impfungen, doch Mediziner warnten bereit…"
heise online,"Solar Orbiter: ""Lagerfeuer"" könnten rätselhafte Sonnentemperaturen erklären - heise online","Direkt über der Sonne ist es 300-mal heißer als auf deren Oberfläche. Vom Solar Orbiter entdeckte ""Lagerfeuer"" könnten das erklären."
t-online.de,Corona/Köln: Inzidenz weiterhin hoch – mobile Impfaktion in Brennpunkten angekündigt - t-online - Köln,"Der Inzidenzwert in Köln ist erneut gesunken, bleibt aber auf einem hohen Niveau. Erstmals wurde die indische Virusvariante in der Domstadt nachgewiesen."
spektrum.de,Exoplanet: Nachweis von Hydroxyl-Molekülen auf Jupiter WASP-33b - Spektrum.de,Der ultraheiße Jupiter WASP-33b hat einladende Temperaturen von 2500 Grad Celsius. Nun ist dort erstmals der direkte Nachweis von Hydroxyl-Molekülen gelungen.
www.nzz.ch,Corona-Debatte: Forscher sollten Politik nicht unterschätzen - Neue Zürcher Zeitung,"Nach den jüngsten Bundesratsentscheiden wird einmal mehr die «wissenschaftliche Ignoranz» der Politik lamentiert. Das entlarvt nicht nur die politische Naivität einzelner Experten, sondern ist auch gefährlich für die Wissenschaften."
business insider deutschland,"Impf-FoMO: Ein Psychologe über die Angst, etwas zu verpassen","„Je mehr Menschen geimpft sind, desto schneller könnte eine FoMO bei denen entstehen, die noch auf die Impfung warten“, sagt ein Experte."
fr.de,„Galaktischer Halo“ - Karte der äußeren Milchstraße führt zum Speicher der dunklen Materie,Forschende aus den USA veröffentlichen eine neue Karte des galaktischen Halos. Basissind Daten der Weltraumorganisationen Nasa und Esa
futurezone.at,"Elon Musk: Mars ist für Entdecker, die ""wahrscheinlich sterben"" werden",Der SpaceX-Gründer macht sich über den möglichen Ausgang einer Reise zum Roten Planeten keine Illusionen.
business insider deutschland,Psychologie: Berufseinstieg und Rente verändern die Persönlichkeit,"Junge Erwachsene reifen mit dem Berufseinstieg und werden gewissenhafter, während Rentner eher entspannter werden und das Leben genießen."
20 minuten,Raumstation geplant : Der Bau von Chinas Himmelspalast beginnt,"Während das Ende der internationalen Raumstation ISS naht, baut die junge Raumfahrtnation China ihren eigenen Aussenposten im All. Am Donnerstag gehts los. Elf Raumflüge sind in kurzer Zeit geplant."
ruhr24.de,Supermond noch einmal sehen: Pinker Mond ist Spektakel am Himmel,Heute Nacht leuchtet der Supermond am Himmel in Deutschland und NRW – vor allem am frühen Morgen.
frankfurt-live.com,Revolutioniert LEOPARD die Diagnostik? - Frankfurt-Live.com,Bin ich mit SARS-CoV-2 infiziert? Handelt es sich um das Ursprungsvirus oder eine gefährlichere Mutante? Diese und mehr Fragen mit einem einzigen effizienten
scinexx | das wissensmagazin,Corona: Hepatitis-Mittel machen Remdesivir wirksamer - Wirkstoffe gegen Hepatitis C bieten Chance für neue Kombi-Präparate gegen SARS-CoV-2 - scinexx.de - scinexx | Das Wissensmagazin,"Zehnfach potenter: Forscher haben einen Weg gefunden, um die Wirkung des Corona-Mittels Remdesivir um das Zehnfache zu verstärken. Ihre Tests enthüllten,"
www.fr.de,Corona-Impfung: Veränderte Menstruation – Berichte über heftige Blutungen und Krämpfe - Frankfurter Rundschau,"Es gibt Hinweise darauf, dass Corona-Impfstoffe auch den Menstruationszyklus beeinflussen können. Forscher:innen stehen vor einem Rätsel."
presseraum.at,COVID-19 verändert die menschlichen Gene und erklärt das Geheimnis hinter dem Coronavirus 'Long Haul' - presseraum.at,"LUBBOCK, Texas - Für einige Patienten mit COVID-19 ist die Erholung von ihrer Infektion nur der Beginn einer Heilung. Im vergangenen Jahr traten bei"
heute.at,Corona-Impfung könnte nicht nur vor Infektion schützen - Heute.at,"Die Spezialistin Carmen Scheibenbogen geht davon aus, dass eine Impfung gegen Covid auch vor Folgeerkrankungen wie Gedächtnisverlust schützt."
infranken.de,"Vitamin D gegen Corona: Experte Stefan Pilz erklärt, ob Vitamin D schützt - inFranken.de",Vitamin D gilt als besonders wichtig für die Gesundheit. Doch kann es auch im Kampf gegen Corona helfen? inFranken.de hat mit dem Experten Stefan Pilz über den Zusammenhang von Vitamin D und einer Corona-Infektion gesprochen.
der tagesspiegel,„Wirklich ein Durchbruch“: Nach 30 Jahren Forschung endlich ein Schutz vor Malaria - Tagesspiegel,"Malaria ist eine der häufigsten Todesursachen weltweit, vor allem bei Kindern. Die hohe Wirksamkeit eines neuen Vakzins in einer vorläufigen Studie sei „vielversprechend“, sagt Malaria-Forscher Thomas Jacobs im Interview."
handelsblatt,BCG: Apps auf Rezept sollen 200 Millionen Euro kosten - Handelsblatt,Die Unternehmensberatung Boston Consulting Group hat eine Studie über die Markt- und Preisentwicklung von „Apps auf Rezept“ durchgeführt.
presseportal.ch,"Hohe Prävalenz eines Vitamin-D-Mangels bei Heuschnupfen, Asthma und Neurodermitis / Welche Erkenntnisse... - Presseportal.ch","Ingelheim (ots) - Wissenschaftlich sehr gut belegt ist, dass ein adäquater Vitamin-D-Spiegel Infektions- und Autoimmunerkrankungen entgegenwirkt und die Gesamtsterblichkeit..."
aerzteblatt.de,HIV: Fortschritt im Zugang zu Selbsttests für ärmere Länder - Deutsches Ärzteblatt: Aktuelles aus Gesundheitspolitik und Medizin,Genf – Der Zugang zu HIV-Selbsttests in ärmeren Ländern könnte sich deutlich verbessern. Der Preis für diese Tests habe auf unter zwei Dollar pro Stück halbiert...
miss.at,Dieser Lichtschutzfaktor ist für deine Haut geeignet - miss.at,"Um unsere Haut vor UV-Strahlen zu schützen, brauchen wir auf jedenfall genügend Sonnencreme mit hohem Lichtschutzfaktor."
heilpraxisnet.de,Hörverlust mit der Hilfe von Licht bekämpfen - Heilpraxisnet.de,"Durchbruch bei der Bekämpfung von Hörverlust? Mit der Hilfe von Lichtimplantaten könnte Menschen, die unter Taubheit oder einem hochgradigem Hörverlust leiden, das Hören ermöglicht werden. Durch neue Forschung konnten wichtige Parameter für das Design und die…"
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen - Heilpraxisnet.de,COVID-19: Erhöhtes Risiko für schwere Erkrankung bei Diabetes Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diab…
praxisvita.de,Coronavirus-Symptome: Der Unterschied zur Grippe und Erkältung - Praxisvita,"Welche Unterschiede gibt es zwischen Corona, einer Erkältung und der Grippe? Eine Tabelle mit allen Symtpomen!"
heilpraxisnet.de,Leukämie: Neue Ursache der Blutkrebs-Entstehung entdeckt - Heilpraxisnet.de,"Neue Ursache zur Leukämie-Entstehung entdeckt Forschende aus Deutschland haben eine neue Ursache der Entstehung von Leukämie (Blutkrebs) entdeckt. Sie haben damit ein neuartiges experimentelles Modell etabliert, das es Patientinnen und Patienten mit Leukämie …"
rtf1.de,NMI entwickelt neues Testsystem zur Überwachung des Immunstatus - RTF.1 Regionalfernsehen - Nachrichten,"Das Naturwissenschaftliche und Medizinische Institut in Reutlingen, kurz NMI, hat ein Testsystem namens NeutrobodyPlexTM entwickelt, mithilfe dessen der Immunstatus nach einer Coronainfektion oder Impfung überwacht werden kann."
t-online.de,Corona-Symptome: So kann sich Covid-19 auch auf der Haut zeigen - t-online,"Pusteln, Bläschen, juckende Stellen: Eine Infektion mit dem neuen Coronavirus kann auch auf der Haut Spuren hinterlassen. Analysen zeigen, welche Symptome ein Hinweis auf Covid-19 sein können."
presseportal.de,Bluthochdruck: Welcher Wirkstoff ist der richtige? - Presseportal.de,"Baierbrunn (ots) - Um den Blutdruck zu senken, stehen Ärzten und Patienten heute verschiedene Stoffe zur Auswahl. ""Alle wirken auf unterschiedliche Weise und werden auch..."
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen,Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diabetiker ein erhöhtes Risiko für eine schwere Corona-Erkrankung?
frankfurter rundschau,Vitamin-D-Mangel: Künstliche Zufuhr kann der Gesundheit schaden,"Für den Körper ist Vitamin D sehr wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Vorsicht – eine Überversorgung kann schädlich für die Gesundheit sein."
heilpraxisnet.de,Coronavirus-Infektion: Immunantwort auf SARS-CoV-2 im Darm untersucht,"Bereits mehrere Studien haben gezeigt, dass das Coronavirus SARS-CoV-2 auch den Darm infizieren kann. Ein europäisches Forschungsteam untersuchte nun, wie die Zellen im Darm auf eine SARS-CoV-2-Infektion reagieren. Dabei zeigte sich, dass der Darm vielleicht eine größere Rolle im Infektionsgeschehen spielt, als bislang gedacht."
tz.de,WhatsApp-Virus: Schadsoftware klaut die Daten seiner Opfer,"Auf WhatsApp wurde eine schadhafte Software entdeckt, die sich über den Messengerdienst verbreitet"
tiroler tageszeitung online,Salzburger Forscher wollen exponentielles Wachstum nachvollziehbarer machen,"Im Gegensatz zu einem linearen Wachstum, wo eine Zahl eher langsam und stetig zunimmt, verläuft die Kurve beim expone..."
frankfurter neue presse,Warum Sars-Cov-2 gefährlicher als gewöhnliche Coronaviren ist,"Ein Forscherteam hat wahrscheinlich den Grund gefunden, warum das Sars-Cov-2 Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
gentside,Indische Corona-Variante: Impfstoffe zeigen weniger Wirkung!,"Derzeit verbreitet die doppelt mutierte indische Variante des Coronavirus Angst unter der Weltbevölkerung. Welche Impfstoffe können ihr die Stirn bieten? Wir sagen euch alles, was …"
